Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2002-0729-IND,2002,0729,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Chennai, Coimbatore, Cuddalore districts (Tamil Nadu province",,,,,,,,,Km2,,,,,2002,10,1,2002,10,1,20,,200,,200,,,,70.35781897
2002-0020-IRN,2002,0020,Natural,Hydrological,Flood,Riverine flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Bushehr, Fars, Khuzestan, Kerman provinces",Heavy rains,,,,,,,59660,Km2,,,,,2002,1,11,2002,1,13,11,,,4500,4500,,,59060,70.35781897
2002-0218-IRN,2002,0218,Natural,Hydrological,Flood,Riverine flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Bandar-e abbas district (Hormozgan province), Yazd, Esfahan provinces",Heavy rain,,,,,,,44880,Km2,,,,,2002,4,14,2002,4,16,11,,,,,,,,70.35781897
2002-0500-IRN,2002,0500,Natural,Hydrological,Flood,Riverine flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Golestan, Khorasan, Semnan provinces",Heavy rain,,,,,,,9720,Km2,,,,Kouseh,2002,8,10,2002,8,14,39,,200000,,200000,,,4000,70.35781897
2002-0788-LKA,2002,0788,Natural,Hydrological,Flood,Riverine flood,,,Affect,Sri Lanka,LKA,Southern Asia,Asia,"Polonnaruwa, Anuradhapra districts (North Central province), Kilinochchi district (Northern province), Puttalam district (North Western province), Eastern province",Heavy rain,,,,,,,14150,Km2,,,,,2002,12,16,2002,12,20,2,,500000,,500000,,,,70.35781897
2002-0509-PAK,2002,0509,Natural,Hydrological,Flood,Flash flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,Peshawar district (Nort-West Frontier province),,,,,,,,,Km2,,,,,2002,8,15,2002,8,15,14,,,,,,,,70.35781897
2002-0543-PAK,2002,0543,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Mardan, Malakand Protected Area, Swabi, Swat districts (North-West Frontier province)",Heavy rain,,,,,,,4900,Km2,,,,,2002,8,22,2002,8,28,22,10,3000,,3010,,,30,70.35781897
2002-0628-PAK,2002,0628,Natural,Hydrological,Flood,,,,Affect,Pakistan,PAK,Southern Asia,Asia,"Sodi Jey Wali, Khorah Trapri, Ahmadabad villages (Soon Sakesar valley, Khushab district, Punjab province)",,,,,,,,,Km2,,,,,2002,9,30,2002,9,30,1,,,1000,1000,,,,70.35781897
2003-0392-AFG,2003,0392,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Ghalghala, Aftasyab villages (Kapisa province), Shahre Belande, Pawat villages (Panjsher province)",Heavy rain,Broken Dam/Burst bank,"Slide (land, mud, snow, rock)",,,,,2580,Km2,,,,,2003,7,29,2003,7,30,24,3,,,3,,,,71.95500655
2003-0256-AFG,2003,0256,Natural,Hydrological,Flood,Flash flood,,,Affected,Afghanistan,AFG,Southern Asia,Asia,"Doshi, Khost Wa Fereng, Nahrin districts (Baghlan province), Khanabad district (Kunduz province), Takhar, Panjsher provinces",,"Slide (land, mud, snow, rock)",,,,,,10280,Km2,,,,,2003,5,26,2003,6,6,,,400,,400,,,,71.95500655
2003-0302-AFG,2003,0302,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Chashma village (Raghestan district, Badakhshan province) Fayzabad city (Fayzabad district, Badakhshan province) Darwaz district (Badakhshan province)",Torrential rains,"Slide (land, mud, snow, rock)",,,,,,2650,Km2,,,,,2003,6,16,2003,6,21,13,,100,,100,,,,71.95500655
2003-0303-BGD,2003,0303,Natural,Hydrological,Flood,Flash flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Khagrachhari, Chittagong, Feni, Cox's Bazar, Lakshmipur, Comilla districts (Chittagong province), Bhola district (Barisal province), Netrakona, Jamalpur districts (Dhaka province), Sylhet province","Mousson rain, tidal surge","Slide (land, mud, snow, rock)",,,,,,4230,Km2,,,,"Shitalakhya, Balu, Buriganga, Feni",2003,6,19,2003,7,3,65,,500000,,500000,,,,71.95500655
2003-0720-IND,2003,0720,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,"Solang village (Kullu district, Himachal Pradesh)",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2003,8,7,2003,8,7,43,15,,,15,,,,71.95500655
2003-0179-AFG,2003,0179,Natural,Hydrological,Flood,Flash flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Sokhtray village (Baghran district, Helmand province), Kajaki district (Helmand province)",Heavy rains,,,,,,,14990,Km2,,,,Sha Gho,2003,4,18,2003,4,21,30,,,1000,1000,,,,71.95500655
2003-0337-AFG,2003,0337,Natural,Hydrological,Flood,Flash flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Ghandak village (Shibar district, Bamyan province)",Brief torrential rain,,,,,,,1440,Km2,,,,,2003,7,12,2003,7,15,33,,,250,250,,,,71.95500655
2003-0143-AFG,2003,0143,Natural,Hydrological,Flood,Riverine flood,,,Affect,Afghanistan,AFG,Southern Asia,Asia,"Balkh, Kunduz provinces",Heavy rains,,,,,,,1250,Km2,,,,,2003,3,17,2003,3,28,11,,,2000,2000,,,,71.95500655
2003-0778-AFG,2003,0778,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Paktya, Paktika, Khost provinces",Heavy rains,,,,,,,,Km2,,,,,2003,7,9,2003,7,9,15,,,,,,,,71.95500655
2003-0283-BGD,2003,0283,Natural,Hydrological,Flood,Riverine flood,,,Affected,Bangladesh,BGD,Southern Asia,Asia,"Maulvibazar, Habiganj, Sylhet districts (Sylhet province), Lalmonirhat, Kurigram, Rangpur, Nilphamari, Gaibandha districts (Rangpur province), Comilla, Feni districts (Chittagong province), Sirajganj, Bogra, Pabna, Rajshahi, Nawabganj districts (Rajshahi province), Jamalpur, Tangail, Manikganj, Munshiganj, Narsingdi, Narayanganj, Kishoreganj, Rajbari, Madaripur, Chandpur, Faridpur, Dhaka districts (Dhaka province)",Monsoon rain,,,,,,,,Km2,,,,,2003,6,11,2003,10,10,187,,50000,,50000,,,,71.95500655
2003-0719-IND,2003,0719,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,Kullu district (Himachal Pradesh province),Torrential rain,,,,,,,,Km2,,,,Parvati,2003,7,16,2003,7,16,150,30,,,30,,,,71.95500655
2004-0298-BGD,2004,0298,Natural,Hydrological,Flood,Riverine flood,,,Affected,Bangladesh,BGD,Southern Asia,Asia,"Brahamanbaria, Comilla, Chandpur districts (Chittagong province), Kurigram, Rangpur, Gaibandha districts (Rangpur province), Bogra, Naogaon, Pabna, Serajganj districts (Rajshahi province), Sylhet, Dhaka provinces",Monsoon rain,"Slide (land, mud, snow, rock)",Broken Dam/Burst bank,Yes,Yes,,105181,21420,Km2,,,,"Meghna, Ganges-Padma, Brahmaputra-Jamuna basins",2004,6,20,2004,8,3,730,,36000000,,36000000,,,2200000,73.88141244
2004-0349-AFG,2004,0349,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Shuhada, Jorm districts (Badakhshan province) , Ruy-e-Duab district (Samangan province), Khamard district (Bamyan province), Baghlan province",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,18,78940,Km2,,,,,2004,7,13,2004,7,19,16,,300,1700,2000,,,,73.88141244
2004-0470-BGD,2004,0470,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Debidwar, Burichang, Cahndina, Chauddagram, Muradnagar areas (Comilla district, Chittagong province)",Monsoon rains,Broken Dam/Burst bank,,,,,,,Km2,,,,"Gumti, Kakri",2004,9,11,2004,9,18,20,,600000,,600000,,,,73.88141244
2004-0509-BGD,2004,0509,Natural,Hydrological,Flood,Flash flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Dhaka, Faridpur, Gopalganj districts (Dhaka province), Lakshmipur district (Chittagong province), Bogra, Rajshahi, Naogaon, Joypurhat, Sirajganj districts (Rajshahi province), Gaibandha, Kurigram districts (Rangpur province)",,Rain,,,,,,,Km2,,,,"Atrai, Chhoto Jamuna, Surma",2004,10,7,2004,10,18,11,200,271500,,271700,,,,73.88141244
2004-0022-AFG,2004,0022,Natural,Hydrological,Flood,Riverine flood,,,Affected,Afghanistan,AFG,Southern Asia,Asia,"Guzara, Injil districts (Hirat province)",Heavy rains,,,,,,,1930,Km2,,,,Koul,2004,1,15,2004,1,17,,,2500,,2500,,,,73.88141244
2004-0298-BTN,2004,0298,Natural,Hydrological,Flood,Riverine flood,,,Affected,Bhutan,BTN,Southern Asia,Asia,"Lungtenzampa area (Chang district, Thimphu province), Lhuentse, Monggar, Pemagatshel, Samdrupjongkhar, Trashigang, Trashiyangste provinces",,,,,,,,,Km2,,,,,2004,7,5,2004,8,11,,,,,,,,,73.88141244
2004-0489-IND,2004,0489,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,"Uttar Pradesh, Himachal Pradesh provinces",Torrential rain,,,,,,,,Km2,,,,,2004,9,20,2004,9,22,33,,,,,,,,73.88141244
2005-0101-AFG,2005,0101,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Nimroz, Uruzgan, Farah, Ghor provinces",Heavy rains and snowmelt,,,,,,,46050,Km2,,,,"Sistan Wetlands, Helmand rivers and tributaries",2005,3,5,2005,4,5,3,,,1500,1500,,,,76.38802721
2005-0169-AFG,2005,0169,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Farah city (Farah district, Farah province), Chakhansur, Charburjak districts (Nimroz province), Dehrawud, Tirinkot, Khasuruzgan, Chora districts (Uruzgan province), Chaghcharan, Taywarah, Charsadra, Shahrak districts (Ghor province), Adraskan, Pashtunzarghun, Farsi districts (Hirat province), Faryab, Paktya, Khost and Paktika provinces",Heavy rains and snowmelt,,,,,,,275300,Km2,,,,"Sistan Wetlands, Helmand river and tributaries",2005,3,5,2005,3,25,200,3,11000,,11003,,,,76.38802721
2003-0229-LKA,2003,0229,Natural,Hydrological,Flood,Flash flood,,,Kill,Sri Lanka,LKA,Southern Asia,Asia,"Ratnapura district (Sabaragamuwa province), Kalutara district (Western province), Nuwara Eliya district (Central province), Southern province",Monsoon rain,"Slide (land, mud, snow, rock)",,Yes,Yes,,5730,13490,Km2,,,,"Milwala, Polwatta Ganga, Kalu Ganga, Bentota Ganga",2003,5,17,2003,5,26,235,,695000,,695000,,,29000,71.95500655
2003-0341-NPL,2003,0341,Natural,Hydrological,Flood,Riverine flood,,,Kill,Nepal,NPL,Southern Asia,Asia,"Baitadi, Kanchanpur areas (Mahakali district, Far Western province), Bajura, Kailali areas (Seti district, Far Western province), Banke, Jajarkot areas (Bheri district, Mid Western province), Humla area (Karnali district, Mid Western province), Dang, Pyuthan, Rukum areas (Rapti district, Mid Western province), Central, Eastern, Western provinces",Monsoon rains,"Slide (land, mud, snow, rock)",,,,,85,137100,Km2,,,,"Andheri, Kang, Bairagi, Triyuga",2003,7,3,2003,8,20,239,284,43395,15575,59254,,,,71.95500655
2003-0359-PAK,2003,0359,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Badin, Dadu, Hyderabad, Karachi, Larkana, Nawabshah, Shikarpur, Tharparkar, Thatta districts (Sindh province), Awaran, Bolan, Jaffarabad, Jhal Magsi, Kech, Khuzdar, Lasbela, Nasirabad, Zhob, Ziarat, Sibi districts (Balochistan province), Narowal, Sialkot districts (Punjab province), Buner, Charsadda, Nowshera, Swabi (North-West Frontier province)",Monsoon rain,Pollution,,Yes,,Yes,1290,3079,Km2,,,,,2003,7,22,2003,8,5,230,456,1265767,,1266223,,,,71.95500655
2003-0283-IND,2003,0283,Natural,Hydrological,Flood,Riverine flood,,,Affected,India,IND,Southern Asia,Asia,"Assam, Bihar, Tripura, West Bengal provinces",Mousson rains,,,,,,79,,Km2,,,,"Bramaputra, Ganges",2003,6,11,2003,10,10,142,,4550000,,4550000,,,,71.95500655
2003-0387-IND,2003,0387,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Khavda, Banni, Natkharana, Lakhpat villages (Kachchh district, Gujarat province)",Monsoon rains,,,,,,,,Km2,,,,,2003,7,15,2003,9,1,13,,10000,4500,14500,,,,71.95500655
2003-0683-IND,2003,0683,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Cuttack, Jagatsinghpur, Kendrapara, Jajpur, Puri, Bolangir, Sonepur, Kalahandi, Rayagada, Gajapati, Baragarh, Koraput, Nayagarh, Ganjam, Angul districts (Orissa province)",Monsoonal rain,,,,,,,117900,Km2,,,,"Mahanadi and tributaries, Naraj river delta",2003,8,27,2003,10,20,67,,3000000,,3000000,,,169000,71.95500655
2003-0775-IND,2003,0775,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,Uttar Pradesh province,Hevay rains,,,,,,,,Km2,,,,,2003,9,10,2003,9,10,37,,,,,,,,71.95500655
2003-0232-IRN,2003,0232,Natural,Hydrological,Flood,Riverine flood,,,Affect,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Esfahan province,Torrential rains,,,,,,,3000,Km2,,,,,2003,3,26,2003,3,27,,,,1370,1370,,,838,71.95500655
2003-0681-PAK,2003,0681,Natural,Hydrological,Flood,Flash flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Warri, Barkand, Gandi Gari villages (Upper Dir district, North-West Frontier province)",Brief torrential rain,,,,,,,3519,Km2,,,,,2003,9,5,2003,9,9,36,20,,,20,,,,71.95500655
2003-0387-PAK,2003,0387,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Sindh, Balochistan, Punjab provinces",Monsoon rain,,,,,,,,Km2,,,,,2003,7,15,2003,9,1,,,,,,,,,71.95500655
2004-0509-IND,2004,0509,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,"Goalpara district (Assam province), Meghalaya, Arunachal Pradesh, West Bengal provinces",Heavy rains,Rain,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,"Krishnai, Rongjuli and Dudhnoi, Hugli",2004,10,7,2004,10,18,160,,,100000,100000,,,,73.88141244
2004-0321-IND,2004,0321,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Wayanad, Kozhikode, Kannur, Kasaragod districts (Kerala province)",Early monsoonal rain,"Slide (land, mud, snow, rock)",,,,,,9000,Km2,,,,,2004,6,9,2004,6,11,45,,1000,,1000,,,,73.88141244
2004-0298-NPL,2004,0298,Natural,Hydrological,Flood,Riverine flood,,,Affected,Nepal,NPL,Southern Asia,Asia,"Morang, Sunsari areas (Koshi district, Eastern province), Jhapa area (Mechi district, Eastern province), Okhaldhunga, Saptari, Siraha, Udayapur areas (Sagarmatha district, Eastern province), Pyuthan, Dang areas (Rapti district, Mid Western province), Janakpur, Narayani districts (Central province)",Moonson rain,"Slide (land, mud, snow, rock)",,Yes,,,797,37430,Km2,,,,"Bagmati, Lal Bakaiy, Jhanjh, Tawa, Rapti, Samari, Koshi",2004,7,5,2004,7,13,185,15,800000,,800015,,,,73.88141244
2004-0012-IRN,2004,0012,Natural,Hydrological,Flood,Flash flood,,,Waiting,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Firuzabad, Lamerd, Darab, Abadeh, Bavanat, Mamasani districts (Fars Province), Bushehr, Kohgiluyeh va boyerahma provinces",Heavy rains,Broken Dam/Burst bank,,,,,,,Km2,,,,,2004,1,10,2004,1,19,6,10,,,10,,,,73.88141244
2004-0178-IND,2004,0178,Natural,Hydrological,Flood,Riverine flood,,,Affected,India,IND,Southern Asia,Asia,"Leimapokpam, Thiyam, Lourembam, Nambol Laitonjam villages (Bishnupur district, Manipur province), Na-Orem, Pukhrambam, Sanjenbam villages (West Imphal district, Manipur province), Oinam, Khangabok villages (Thoubal district, Manipur province)",Incessant rains,,,,,,,,Km2,,,,,2004,4,10,2004,4,14,,,,5000,5000,,,,73.88141244
2004-0298-IND,2004,0298,Natural,Hydrological,Flood,Riverine flood,,,Affected,India,IND,Southern Asia,Asia,"Darbhanga, Madhubani, Sitamarhi, Banka, Bhagalpur, Muzaffarpur, Sheohar districts (Bihar province), West Tripura, South Tripura districts (Tripura province), Kamrup, Nalbari, Darrang, Sonitpur, Dhemaji, Lakhimpur districts (Assam province), Gujarat, Jammu and Kashmir provinces",Monsoonal rain,,,,,,3470,,Km2,,,,"Chanan, Gerua, Cheer, Kiul, Bagmati, Lakhandai, Sakri, Bhutahi Balan, Kosi, Gandak, Burhi, Brahmaputra, Howrah, Khowai",2004,6,20,2004,8,,900,,33000000,,33000000,,,2500000,73.88141244
2004-0734-IND,2004,0734,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Uttarakhand, Gujarat, Maharashtra, Punjab, Haryana, Rajasthan provinces",Monsoonal rain,,,,,,,,Km2,,,,"Narmada, Mahi, Kailash, Bayal, Punjab, Ghaggar River",2004,8,1,2004,9,8,210,,100000,,100000,,,276000,73.88141244
2004-0626-IRN,2004,0626,Natural,Hydrological,Flood,Flash flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Kalameh village (Dashtestan district, Bushehr province), Assalouyeh city (Kangan district, Bushehr province), Sarbaz city (Iranshahr district, Sistan-o baluchestan province), Tangestan district (Bushehr province), Bandar-e abbas district (Hormozgan province), Sirjan district (Kerman province)",Heavy rain,,,,,,,436700,Km2,,,,"Sarbaz, Kahir",2004,12,9,2004,12,28,34,43,,4000,4043,,,,73.88141244
2004-0652-LKA,2004,0652,Natural,Hydrological,Flood,Riverine flood,,,Affected,Sri Lanka,LKA,Southern Asia,Asia,"Kilinochchi, Jaffna, Vavuniya, Mullattivu districts (North province), Matara district (Southern province), North Central, Eastern provinces",Monsoonal rain,,,,,,,23460,Km2,,,,Mahaweli,2004,12,11,2004,12,23,6,,200000,,200000,,,,73.88141244
2004-0298-PAK,2004,0298,Natural,Hydrological,Flood,Riverine flood,,,Affected,Pakistan,PAK,Southern Asia,Asia,"Jammu and Kashmir, Punjab provinces",,,,,,,,,Km2,,,,,2004,7,14,2004,7,17,5,,,,,,,,73.88141244
2004-0734-PAK,2004,0734,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Pasrur Tehsil area (Sialkot district, Punjab province)",Monsoonal rain,,,,,,,,Km2,,,,Indus tributaries,2004,8,1,2004,9,8,,,,,,,,,73.88141244
2005-0079-PAK,2005,0079,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Awaran, Gwadar, Jaffarabad, Jahl Magsi, Kech, Killa Abdullah, Lasbela, Nasirabad, Pishin, Quetta districts (Balochistan province), Abbottabad, Batagram, Kohistan, Lower Dir, Upper Dir, Malakand, Mansehra, Mardan, Shangla, Swat, Chitral districts (North-West Frontier province), Muzaffarabad, Bagh, Astore districts (Jammu and Kashmir province)",Heavy rains and snow,"Slide (land, mud, snow, rock)",Broken Dam/Burst bank,Yes,,,1300,123200,Km2,,,,"Dasht, Hingol, Nehang",2005,2,9,2005,2,16,520,450,7000000,,7000450,,,30000,76.38802721
2005-0113-IRN,2005,0113,Natural,Hydrological,Flood,Riverine flood,,,Affected,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Lorestan province,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,23040,Km2,,,,,2005,3,11,2005,3,12,3,,3000,,3000,,,,76.38802721
2005-0170-PAK,2005,0170,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Gwadar, Killa Abdullah, Kech districts (Balochistan province)",Heavy rain,Broken Dam/Burst bank,,,,,,104000,Km2,,,,,2005,3,2,2005,3,8,15,,5000,,5000,,,,76.38802721
2005-0192-PAK,2005,0192,Natural,Hydrological,Flood,Flash flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Kohlu, Sibi, Nasirabad districts (Balochistan province)",Heavy rains,,,,,,,75650,Km2,,,,,2005,3,20,2005,3,24,20,,,3500,3500,,,,76.38802721
2005-0409-IND,2005,0409,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Gujarat, Madhya Pradesh, Maharashtra, Goa, Orissa, Karnataka, Himachal Pradesh, Jammu and Kashmir provinces",Monsoon rain,"Slide (land, mud, snow, rock)",Broken Dam/Burst bank,Yes,,,12,35550,Km2,,,,"Ghawanda, Koyna, Kal, Savitira, Karad, Pawana, Mithi, Mitha and Mula",2005,7,24,2005,8,5,1200,55,20000000,,20000055,,844000,3330000,76.38802721
2005-0471-IND,2005,0471,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,Azamgarh district (Uttar Pradesh province),Heavy rains,"Slide (land, mud, snow, rock)",,,,,,12680,Km2,,,,"Ghaghra, Saryu rivers",2005,8,26,2005,8,28,27,,800000,,800000,,,,76.38802721
2005-0314-IND,2005,0314,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,Mokokchung district (Nagaland province),Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2005,5,27,2005,5,27,14,12,,,12,,,,76.38802721
2005-0375-IND,2005,0375,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Yingkiong village (Upper Siang (70051) district, Arunachal Pradesh province), Seppa village (East Kameng (70040) district, Arunachal Pradesh province), Anini village (70050 district, Arunachal Pradesh province), Dibrugarh, Sonitpur, Sibsagar, Dhemaji, Tinsukia, Karimganj, Lakhimpur, Jorhat, Morigaon, Dhuburi, Goalpara, Barpeta districts (Assam province), Bahraich, Shravasti, Banda, Ballia, Lakhimpur Kheri, Kanpur, Varanasi, Mainpuri districts (Uttar Pradesh province), Haridwar, Uttarkashi, Naini Tal, Dehran Dun districts (Uttarakhand province), Muzaffarpur, Darbhanga, Madhubani districts (Bihar province), Birbhum district (West Bengal province)",Monsoon rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,"Brahmaputra and tributaries. Lohit, Dikhow, Jai Bharati, Puthimari, Subansairi, Dhansiri, Durra, Burhi-Dehing, Kundli, Jiyadhol, Lali and Siang, Barak. Ganges and tributaries. Baghmati, Ganga, Sharda, Gandak, Yamuna, Varuna, Nagwa nullah, Kane, Kosi, Bagmati, Kamla, Budi Gandak, Rapti, Ghaghra, Gomti, Ken, Budhi Rapti.",2005,7,7,2005,7,28,70,,1904000,4000,1908000,,,,76.38802721
2005-0539-IND,2005,0539,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Himachal Pradesh, Uttar Pradesh, Uttarakhand provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,,308700,Km2,,,,Ganges tributaris,2005,9,16,2005,9,19,23,4,,2500,2504,,,,76.38802721
2005-0646-LKA,2005,0646,Natural,Hydrological,Flood,Riverine flood,,,Affected,Sri Lanka,LKA,Southern Asia,Asia,"Colombo, Gampaha districts (Western province), Trincomalee district (Eastern province), Jaffna, Kilinochchi, Mullattivu districts (Northern province)",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,,29870,Km2,,,,,2005,11,21,2005,11,23,6,,145000,,145000,,,,76.38802721
2005-0261-BGD,2005,0261,Natural,Hydrological,Flood,Flash flood,,,Affected,Bangladesh,BGD,Southern Asia,Asia,"Maulvibazar, Habiganj districts (Sylhet province)",Heavy rains,Broken Dam/Burst bank,,,,,,12730,Km2,,,,"Kushiara, Manu, Dholai and the Khowai",2005,5,25,2005,5,28,13,,50000,,50000,,,,76.38802721
2005-0354-IND,2005,0354,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Digras, Nandgavan villages (Yavatmal district, Maharashtra province)",Monsonal rains,Broken Dam/Burst bank,,,,,,,Km2,,,,,2005,7,9,2005,7,9,25,,,,,,,,76.38802721
